地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
西海路三段１０６巷１３弄３號３樓,萬聖,108/03/14,685,20.8,32.94,76.40%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷１３弄１號３樓,萬聖,108/03/14,690,20.3,34.01,76.07%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷１３弄１號４樓,萬聖,108/03/14,700,20.6,34.01,76.07%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷１３弄２號４樓,萬聖,108/03/14,692.5,20.5,33.78,75.90%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路三段１０６巷１３弄５號４樓,萬聖,108/03/14,672.5,20.9,32.25,74.27%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦南路５０巷３弄６號四樓,,108/03/12,362,21.4,16.94,63.52%,華廈(10層含以下有電梯),4,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
金門城１６９之９號二樓,,108/03/08,575,17.2,33.34,87.41%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段１０６巷１３弄３號４樓,萬聖,108/03/07,680,20.6,32.94,76.40%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門５０之３號二樓,,108/02/25,439.4,16.6,26.44,76.73%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門５０之５號二樓,,108/02/25,510,16.6,30.69,80.00%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段１０６巷１３弄５號五樓,萬聖,108/02/22,690,21.4,32.25,74.27%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 建商與地主合建案。;
西海路三段１０６巷１３弄３號五樓,萬聖,108/02/22,690,20.9,32.94,76.40%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 建商與地主合建案。;
光前路７６巷１號四樓,向上御璽,108/02/21,750,23.5,31.91,60.69%,華廈(10層含以下有電梯),7,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
珠浦西路６巷６弄７號５樓,,108/02/20,500,23,21.71,76.09%,公寓(5樓含以下無電梯),9,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;
小古崗３３之６號,,108/02/20,518,19.8,26.12,83.28%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門５０之２號二樓,,108/02/18,510,16.6,30.69,80.00%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷２弄１２號十樓之２,熙鼎御苑,108/01/25,1842,38,48.48,67.21%,住宅大樓(11層含以上有電梯),2,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用,
小古崗３３之６號二樓,,108/01/22,470,18,26.12,83.28%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
民族路２４６巷３號２樓,,108/01/22,300,23,13.07,74.59%,公寓(5樓含以下無電梯),3,二層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,辦公用,
民權路１２２巷５弄８之２號,,108/01/05,122,24.6,4.97,65.04%,華廈(10層含以下有電梯),5,一層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,商業用,受債權債務影響或債務抵償之交易。;
民權路１２２巷５弄８之２號二樓,,108/01/05,282,24.8,11.35,55.97%,華廈(10層含以下有電梯),5,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,受債權債務影響或債務抵償之交易。;
民權路１２２巷５弄８之２號三樓,,108/01/05,282,24.8,11.35,55.97%,華廈(10層含以下有電梯),5,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,受債權債務影響或債務抵償之交易。;
民權路１２２巷５弄８之２號五樓,,108/01/05,232,24.8,9.36,62.77%,華廈(10層含以下有電梯),5,"五層,見其他登記事項/五層",房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,辦公用,受債權債務影響或債務抵償之交易。;
民權路１２２巷５弄８之２號四樓,,108/01/05,282,24.8,11.35,55.97%,華廈(10層含以下有電梯),5,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,受債權債務影響或債務抵償之交易。;
東沙１３之１號,,107/12/31,500,17.7,28.31,86.74%,公寓(5樓含以下無電梯),2,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,
林湖路３００之７號,,107/12/30,1050,0,54.27,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,
民族路２４６巷３號,,107/12/28,300,23,13.07,74.59%,公寓(5樓含以下無電梯),3,一層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,辦公用,
大學路５３巷１號,,107/12/26,2200,0,114.9,,透天厝,6,全/三層,房地(土地+建物),土:5 建:1車:0,7房2廳8衛,,無,無,農業用,
東門里林湖路２９８３號,,107/12/24,1000,0,54.05,,透天厝,3,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,
金門城７３之３號３樓之１,,107/12/22,400,20.4,19.65,83.65%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,
賢聚４２之５號三樓,,107/12/13,660,21.2,31.09,76.29%,華廈(10層含以下有電梯),1,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
南門里民權路４８號,,107/12/13,500,0,54.45,,透天厝,40,全/三層,房地(土地+建物),土:2 建:1車:0,5房3廳3衛,,無,無,住商用,親友、員工或其他特殊關係間之交易。;
珠浦西路６巷６弄６號４樓,,107/12/07,520,21.8,23.82,82.24%,公寓(5樓含以下無電梯),9,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;
珠浦西路６巷６弄７號４樓,,107/12/07,520,21.8,23.82,82.24%,公寓(5樓含以下無電梯),9,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;
西海路３５巷２５號,,107/11/26,2175,0,100.58,,透天厝,5,全/三層,房地(土地+建物),土:1 建:1車:0,9房1廳10衛,,無,無,農業用,
珠浦南路７４巷１０號,,107/11/21,450,17.2,26.09,83.27%,公寓(5樓含以下無電梯),20,一層/五層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;
西海路三段７２巷３弄１６號,,107/11/19,325,14.1,23.02,96.93%,公寓(5樓含以下無電梯),23,一層/二層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
西海路三段３９巷２弄１６號３樓,,107/11/04,430,14.5,29.69,91.09%,公寓(5樓含以下無電梯),24,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段１０６巷１６弄６號,,107/10/31,920,0,46.09,,透天厝,9,全/三層,房地(土地+建物),土:2 建:1車:0,4房3廳4衛,,無,無,住家用,
賢聚４０之５號二樓,,107/10/26,526,22.6,23.27,85.71%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城８８之１０號五樓,,107/10/24,532,20.1,26.41,77.50%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;
浴井８６號,吳厝,107/10/23,660,23.9,27.59,88.45%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳3衛,,無,無,住家用,
西湖路１號,,107/10/11,1360,0,89.41,,農舍,5,"一層,二層,屋頂突出物/二層",房地(土地+建物),土:1 建:1車:0,8房2廳6衛,,無,無,農業用,
西海路３５巷２５號,,107/10/05,1800,0,100.58,,透天厝,5,全/三層,房地(土地+建物),土:1 建:1車:0,9房4廳10衛,,無,無,農業用,
小西門５７-２號,,107/10/03,1200,0,50.95,,透天厝,7,全/三層,房地(土地+建物),土:5 建:1車:0,4房1廳3衛,,無,無,住家用,
金門城１０６之９號二樓,,107/10/01,488,19.4,25.2,73.11%,公寓(5樓含以下無電梯),1,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
伯玉路一段２３６巷１弄１８號,,107/10/01,1250,0,55.96,,農舍,5,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,5房2廳4衛,,無,無,農業用,
珠浦西路５０巷５弄５號,,107/09/27,1155,0,56.16,,透天厝,40,全/二層,房地(土地+建物),土:1 建:1車:0,6房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門３９號三樓,,107/09/26,380,19.6,19.36,76.02%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門３９號,,107/09/26,412,22.7,18.16,81.06%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,建物第一次登記後移轉
小西門４０號三樓,,107/09/26,375,18.6,20.14,76.33%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門４０號二樓,,107/09/26,370,18.4,20.14,76.33%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門３９號二樓,,107/09/26,365,18.9,19.36,76.02%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,建物第一次登記後移轉
浴井３５號,,107/09/22,470,20.3,23.11,92.63%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
珠浦南路７４巷２７號５樓,群力建設城中美墅,107/09/21,750,29.1,25.74,76.82%,華廈(10層含以下有電梯),7,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,
金門城８８之１０號三樓,,107/09/20,515,19.5,26.41,77.50%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;
浴井３３號,,107/09/16,516,22.8,22.64,88.79%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段３９巷２弄１７號１樓,,107/09/15,510,17.2,29.69,91.09%,公寓(5樓含以下無電梯),24,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
小西門１之１１號二樓,,107/09/13,425,15.9,26.74,79.05%,公寓(5樓含以下無電梯),8,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段２２巷２３弄４號２樓,,107/09/13,380,13.6,28.01,93.01%,公寓(5樓含以下無電梯),23,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城１０６之９號三樓,,107/09/10,460,18.3,25.2,73.11%,公寓(5樓含以下無電梯),1,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
莒光路１６９之１號,,107/09/10,1680,0,64.09,,透天厝,39,全/三層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住商用,
民權路２２６巷２弄１２號九樓之３,熙鼎御苑,107/09/10,1750,32,70.32,67.20%,住宅大樓(11層含以上有電梯),2,九層/十一層,房地(土地+建物)+車位,土:2 建:1車:2,4房2廳2衛,200,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
珠浦南路４４巷１２弄９號三樓之２,天后御品,107/09/05,350,39.8,8.79,65.91%,華廈(10層含以下有電梯),1,三層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
民族路３２之１號,,107/09/03,1150,25.1,45.88,77.09%,公寓(5樓含以下無電梯),23,一層/五層,房地(土地+建物),土:2 建:2車:0,2房1廳1衛,,無,無,住家用,
中興路７２號,,107/08/24,200,0,7.09,,透天厝,56,全/二層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住商用,
浴井８０號,,107/08/23,1160,0,56.72,,透天厝,1,全/三層,房地(土地+建物),土:5 建:1車:0,5房2廳3衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城１５９之９號,,107/08/22,190,23.1,8.22,86.83%,公寓(5樓含以下無電梯),2,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
浴井７９號,,107/08/20,770,22,34.98,94.72%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
富康一村６巷１５號,,107/08/08,980,0,57.4,,透天厝,18,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳3衛,,無,無,住家用,
莒光路１４３號,,107/08/06,1200,0,32.53,,透天厝,45,全/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,商業用,
浴井３９號,,107/07/30,1550,0,88.86,,透天厝,,全/--,房地(土地+建物),土:1 建:1車:0,6房2廳7衛,,無,無,其他,建物第一次登記後移轉
浴井７８號二樓,,107/07/28,780,20.7,37.67,87.95%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城２００號,,107/07/26,830,0,45.99,,透天厝,,全/--,房地(土地+建物),土:1 建:1車:0,5房2廳4衛,,無,無,其他,
西海路三段２２巷４弄６２號,,107/07/26,785,0,59.25,,透天厝,23,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳3衛,,無,無,住家用,
伯玉路一段２１６之３號,,107/07/25,720,0,74.41,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳5衛,,無,無,住家用,
伯玉路一段２１６之２號,,107/07/25,720,0,74.41,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳5衛,,無,無,住家用,
金門城１５９之８號三樓之３,,107/07/24,468,19,24.58,,公寓(5樓含以下無電梯),,,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷２弄１２號十樓之５,熙鼎御苑,107/07/20,1850,38,48.71,66.85%,住宅大樓(11層含以上有電梯),2,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用,
民權路２２６巷２弄１２號十樓之３,熙鼎御苑,107/07/20,1842,38,48.48,67.21%,住宅大樓(11層含以上有電梯),2,十層/十一層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用,
民權路２２６巷２弄１２號八樓之３,熙鼎御苑,107/07/19,1730,33.4,59.66,67.24%,住宅大樓(11層含以上有電梯),2,八層/十一層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,100,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
賢聚４２之６號二樓,,107/07/10,610,19.6,31.09,76.29%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城１０６之１０號四樓,,107/07/10,480,19.1,25.2,73.11%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
賢聚４０之５號三樓,,107/07/10,450,19.3,23.27,85.71%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城８９之６號三樓,,107/07/09,372,19.7,18.91,80.20%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,
前水頭１７２之１號二樓,,107/07/05,900,0,73.37,,透天厝,2,全/二層,房地(土地+建物),土:1 建:1車:0,6房1廳6衛,,無,無,住家用,
